record_id,doi,title,year,openalex_id,query_ids,openalex_work_type,known_anchor,live_concept_filter_drift,missing_live_concepts,title_floral,title_pollinator,title_antagonist,abstract_floral,abstract_pollinator,abstract_antagonist,title_floral_matches,title_pollinator_matches,title_antagonist_matches,abstract_floral_matches,abstract_pollinator_matches,abstract_antagonist_matches,machine_priority,machine_note,formal_title_abstract_decision,formal_title_abstract_reason
SCHPRISMA-000269,10.1093/plphys/kiad244,Encoding wild fragrance: The role of allelic variants in floral odor emissions,2023,https://openalex.org/W4366722856,Q01;Q02;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollinated;pollinator,florivore;herbivore,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000270,10.26786/1920-7603(2026)891,Endemic Castilleja grisea support diverse floral-visitor assemblages with implications for promoting local plant communities,2026,https://openalex.org/W7128551828,Q08,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,floral visitors,herbivore;parasitic,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000271,10.1111/j.1365-2745.2009.01534.x,Enhanced frugivory on invasive Silene latifolia in its native range due to increased oviposition,2009,https://openalex.org/W2086505600,Q12,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,oviposition,flower;flowers,pollinators,oviposition;seed predator,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000272,10.1046/j.0269-8463.2001.00599.x,Environmentally induced variation in floral traits affects the mating system in Datura wrightii,2002,https://openalex.org/W2053912846,Q08,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollination,herbivores;herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000273,10.1007/s10886-017-0898-9,Epiphytic Bacteria Alter Floral Scent Emissions,2017,https://openalex.org/W2770826310,Q01;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollination;pollinators,antagonistic,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000274,10.1038/s42003-020-01482-3,Evaluating insect-host interactions as a driver of species divergence in palm flower weevils,2020,https://openalex.org/W3112855945,Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,flower;flowers,flower visitors;pollination,antagonisms;antagonistic;florivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000275,10.1101/842153,Evaluating species interactions as a driver of phytophagous insect divergence,2019,https://openalex.org/W2987549766,Q12,preprint,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flower;flowers,flower visitors;pollination,antagonisms;antagonistic;florivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000276,,Evaluating the effects of climate change and pathogens on pollinator health using plant functional traits and longitudinal monitoring,2017,https://openalex.org/W2934007926,Q01;Q05;Q08;Q09,dissertation,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinator,,floral;flower,pollination;pollinator;pollinators,parasites,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000277,10.1371/journal.pone.0088948,"Evaluating the Interacting Influences of Pollination, Seed Predation, Invasive Species and Isolation on Reproductive Success in a Threatened Alpine Plant",2014,https://openalex.org/W2046491039,Q08,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollination,seed predation,floral,pollination;pollinator;pollinators,herbivores;herbivory;seed predation,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000278,10.17129/botsci.1031,Evaluation of the symmetric effect of antagonists in the floral morphs of the distylic shrub Bouvardia ternifolia : a field study,2018,https://openalex.org/W2789914769,Q08;Q10;Q12;Q13,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,antagonists,floral,pollination;pollinators,antagonists;herbivore;herbivory;nectar thieves;seed predation,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000279,10.1017/pab.2025.10047,Evidence for increased animal pollination during the Paleocene–Eocene thermal maximum,2025,https://openalex.org/W4413131166,Q06,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,floral,pollinated;pollination;pollinators,herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000280,10.1016/j.sajb.2008.01.066,Evidence for pollination by small mammals in the parasitic plant Cytinus visseri (Cytinaceae),2008,https://openalex.org/W2087055758,Q05,article,NO,NO,,NO,YES,YES,YES,YES,NO,,pollination,parasitic,floral;flowers,pollination;pollinator;pollinators,,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000281,10.1093/molbev/msg030,Evidence for Positive Selection on the Floral Scent Gene Isoeugenol-O-methyltransferase,2003,https://openalex.org/W2011166637,Q01;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral,pollinator,herbivore,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000282,10.1016/j.cub.2022.09.013,Evidence for the recruitment of florivorous plant bugs as pollinators,2022,https://openalex.org/W4300978987,Q02;Q10,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinators,florivorous,floral;flower;flowers,pollinated;pollination;pollinators,antagonistic;florivores,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000283,10.1080/17550874.2022.2137382,Evidence of short-term shifts in floral traits in response to nectar robbing,2022,https://openalex.org/W4306756432,Q13,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,nectar robbing,floral;flowers,pollinators,nectar robber;nectar robbing,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000284,10.1093/aob/mcx026,Evidence that a herbivore tolerance response affects selection on floral traits and inflorescence architecture in purple loosestrife (Lythrum salicaria),2017,https://openalex.org/W2601277631,Q08,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,herbivore,floral;flowers,pollination;pollinator;pollinators,florivory;herbivore;herbivores;herbivory;parasitism,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000285,10.1093/molbev/msz292,Evolution of a Novel and Adaptive Floral Scent in Wild Tobacco,2019,https://openalex.org/W2993634846,Q02,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral,pollinators,florivore,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000286,10.1101/738112,Evolution of a novel and adaptive floral scent in wild tobacco,2019,https://openalex.org/W2969706128,Q01;Q02;Q05;Q10,preprint,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral,pollinators,florivore,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000287,,Evolution of floral and mating system variation in Camissoniopsis cheiranthifolia (Onagraceae): An evaluation of patterns and processes,2013,https://openalex.org/W2188125702,Q08;Q09;Q10,dissertation,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollinate;pollinators,florivores;florivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000288,10.1046/j.0028-646x.2001.00268.x,"Evolution of floral form: electrostatic forces, pollination, and adaptive compromise",2001,https://openalex.org/W1994849520,Q09,article,NO,NO,,YES,YES,NO,YES,YES,YES,floral,pollination,,fig;floral;flower;flowers,floral visitors;pollinating;pollination;pollinator;pollinators,herbivores;nectar thieves;nonpollinating;seed-eating,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000289,10.3389/fevo.2020.00030,Evolution of Floral Fragrance Is Compromised by Herbivory,2020,https://openalex.org/W3007624932,Q01;Q05;Q09;Q10;Q11,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,herbivory,floral;flowers,pollinator,herbivore;herbivores;herbivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000290,10.1186/1471-2148-8-27,Evolution of sexual mimicry in the orchid subtribe orchidinae: the role of preadaptations in the attraction of male bees as pollinators,2008,https://openalex.org/W2011319476,Q01;Q07,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinators,,flowers,pollinated;pollination;pollinators,exploitation,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000291,10.1104/pp.105.061655,Evolutionary and Ecological Genomics of Arabidopsis,2005,https://openalex.org/W2055011264,Q09,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,fig;floral;flower,pollinating;pollination;pollinator;pollinators,exploit;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000292,10.35662/unine-thesis-2136,Evolutionary conflicts and ecological constraints at reproduction in the dioecious plant Silene latifolia,2009,https://openalex.org/W1525198502,Q12,dissertation,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flower;flowers,pollinated;pollinating;pollination;pollinator;pollinators,ovipositing;parasite;seed predation;seed predator;seed predators,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000293,10.1093/aob/mcy132,Evolutionary ecology of nectar,2018,https://openalex.org/W2884773276,Q08,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollination;pollinator;pollinators,herbivores;nectar robbers,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000294,10.1146/annurev-ecolsys-112414-054215,Evolutionary Interactions Between Plant Reproduction and Defense Against Herbivores,2015,https://openalex.org/W2100914194,Q01;Q02;Q03;Q05;Q06;Q08;Q09;Q10;Q12,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,herbivores,floral,pollinator,antagonistic;herbivore;herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000295,10.1007/s11829-025-10131-7,Experimental florivory and its effects on pollinators of Opuntia cantabrigiensis Lynch (Cactaceae),2025,https://openalex.org/W4407420278,Q09;Q10,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinators,florivory,floral;flower;flowers,pollinator;pollinators,florivores;florivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000296,10.3390/plants15020225,Experimental Florivory Influences Reproductive Success in the Field Bindweed (Convolvulus arvensis),2026,https://openalex.org/W7122470679,Q10;Q13,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,florivory,floral;flower;flowers,pollinator;pollinators,florivores;florivory;herbivorous,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000297,10.1111/nph.70496,Exploring the importance of aromatic plants' extrafloral volatiles for pollinator attraction,2025,https://openalex.org/W4413827208,Q01;Q05;Q06;Q07,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinator,,flowers,pollinator;pollinators,antagonists,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000298,10.1653/024.100.0308,Exploring Whether and How Ants (Hymenoptera: Formicidae) Affect Reproductive Fitness inSenna mexicanavar.chapmanii(Fabaceae),2017,https://openalex.org/W2755203206,Q08;Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinator;pollinators,herbivores;herbivory;seed predation;seed predators,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000299,10.1073/pnas.1809007116,Extreme diversification of floral volatiles within and among species of Lithophragma (Saxifragaceae),2019,https://openalex.org/W2911877627,Q01;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral,pollinators,herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000300,10.1371/journal.pone.0044657,Extreme Reproduction and Survival of a True Cliffhanger: The Endangered Plant Borderea chouardii (Dioscoreaceae),2012,https://openalex.org/W2158933682,Q12,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flower,flower visitors;pollination;pollinators,herbivores,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
