record_id,doi,title,year,openalex_id,query_ids,openalex_work_type,known_anchor,live_concept_filter_drift,missing_live_concepts,title_floral,title_pollinator,title_antagonist,abstract_floral,abstract_pollinator,abstract_antagonist,title_floral_matches,title_pollinator_matches,title_antagonist_matches,abstract_floral_matches,abstract_pollinator_matches,abstract_antagonist_matches,machine_priority,machine_note,formal_title_abstract_decision,formal_title_abstract_reason
SCHPRISMA-000367,10.1111/nph.12720,Frontiers in chemical ecology and coevolution,2014,https://openalex.org/W2121455504,Q05,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,fig;floral,pollination;pollinator;pollinators,herbivore;herbivores;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000368,10.3390/ijms252212247,Functional Analysis of PsHMGR1 and PsTPS1 Related to Floral Terpenoids Biosynthesis in Tree Peony,2024,https://openalex.org/W4404377108,Q01;Q05,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral;flower;flowers,pollination,exploitation,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000369,10.3389/fpls.2022.1077229,Functional characterization of a terpene synthase responsible for (E)-β-ocimene biosynthesis identified in Pyrus betuleafolia transcriptome after herbivory,2022,https://openalex.org/W4309738995,Q01,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,herbivory,flowers,pollinators,herbivore;herbivores,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000370,10.1002/ecy.1756,Functional consequences of plant‐animal interactions along the mutualism‐antagonism gradient,2017,https://openalex.org/W2581996291,Q08;Q12;Q13,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,antagonism,flower,flower visitor;pollination;pollinator,antagonism;antagonistic;antagonists;florivores;seed predators,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000371,10.1007/s10531-025-03225-4,Functional redundancy in invertebrate pollinator-predator networks supports conservation of a threatened North American orchid: a case study of Platanthera integrilabia,2026,https://openalex.org/W7118431838,Q09;Q10,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollinator,,flowers,pollinated;pollination;pollinator;pollinators,herbivores;herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000372,10.1016/j.baae.2026.07.005,Functional roles and plant-mediated bottom-up effects influence arthropod responses to habitat fragmentation,2026,https://openalex.org/W7167572087,Q09,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinator;pollinators,herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000373,10.1111/j.1469-8137.2008.02428.x,Fungal sex as a private matter: odour signals in a specialized pollination‐like insect–fungus mutualism,2008,https://openalex.org/W2092982542,Q05,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination,,fig;figs;floral;flower,pollinating;pollination;pollinator;pollinators,antagonistic;herbivores;oviposit;parasites;parasitoid,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000374,10.53846/goediss-3420,Funktionelle Vielfalt von Hymenopteren entlang eines Gradienten agroforstlicher Nutzung in Indonesien,2008,https://openalex.org/W1794751729,Q08;Q09;Q13,dissertation,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral;flower,pollination;pollinator;pollinators,antagonists;parasitism,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000375,10.1371/journal.pone.0059299,"Generalization versus Specialization in Pollination Systems: Visitors, Thieves, and Pollinators of Hypoestes aristata (Acanthaceae)",2013,https://openalex.org/W2152475483,Q13,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination;pollinators,,floral;flowers,floral visitors;pollinated;pollination;pollinator;pollinators,nectar thief,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000376,10.1093/aob/mcw097,Geographic consistency and variation in conflicting selection generated by pollinators and seed predators,2016,https://openalex.org/W2468917534,Q08;Q09;Q10;Q12;Q13,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinators,seed predators,floral;flowers,pollinated;pollinators,florivores;seed predation;seed predators,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000377,10.4236/ajps.2014.518283,"Geographic Flower Trait Variation of Aquilegia buergeriana Sieb. et Zucc. var. buergeriana on Mt. Norikura and the Utsukushigahara Highland, Japan",2014,https://openalex.org/W2118141246,Q09;Q12,article,NO,NO,,YES,NO,NO,YES,YES,YES,flower,,,flower,flower visitors;pollinator,non-pollinator,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000378,10.1002/ecs2.2943,"Geographic isolation, pollination syndromes, and pollinator generalization in HimalayanRoscoeaspp. (Zingiberaceae)",2019,https://openalex.org/W2984597044,Q08;Q09;Q10;Q13,article,NO,NO,,NO,YES,NO,YES,YES,YES,,pollination;pollinator,,floral;flowers,floral visitors;pollination;pollinator;pollinators,nectar robbers,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000379,10.4236/ajps.2015.65079,"Geographic Variation in Flower Size and Flower-Visitor Composition of Two Bumblebee-Pollinated, Spring-Flowering Herbs, Lamium album L. var. barbatum (Lamiaceae) and Meehania urticifolia (Lamiaceae)",2015,https://openalex.org/W1991428849,Q09;Q13,article,NO,NO,,YES,YES,NO,YES,YES,YES,flower,pollinated,,flower;flowers,flower visitors;pollinated;pollinator,nectar robbers,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000380,10.3732/ajb.1600114,Geographic variation in resistance to nectar robbing and consequences for pollination,2016,https://openalex.org/W2528815145,Q10;Q12;Q13,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollination,nectar robbing,floral;flowers,pollinator;pollinators,antagonists;nectar robbing,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000381,10.1371/journal.pone.0112013,"Gloss, Colour and Grip: Multifunctional Epidermal Cell Shapes in Bee- and Bird-Pollinated Flowers",2014,https://openalex.org/W2148710213,Q07;Q09;Q10;Q11;Q13,article,NO,NO,,YES,YES,NO,YES,YES,YES,flowers,pollinated,,floral;flower;flowers,pollinated;pollinating;pollinator;pollinators,antagonists;nectar robbing;nectar thieves;non-pollinating,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000382,10.1104/pp.109.148478,Glucanases and Chitinases as Causal Agents in the Protection ofAcaciaExtrafloral Nectar from Infestation by Phytopathogens,2009,https://openalex.org/W2151953540,Q01;Q04,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,floral,pollinators,herbivores;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000383,10.1016/j.phytochem.2023.113707,Grayanotoxin I variation across tissues and species of Rhododendron suggests pollinator-herbivore defence trade-offs,2023,https://openalex.org/W4368370419,Q01;Q04;Q10;Q11;Q13,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinator,herbivore,floral,pollinator,herbivore;herbivores,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000384,10.17863/cam.22834,"Grip, slip, petals, and pollinators: Linking the biomechanics, behaviour and ecology of interactions between bees and plants",2017,https://openalex.org/W2799685560,Q10,dissertation,NO,NO,,NO,YES,NO,YES,NO,YES,,pollinators,,flowers,,parasite,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000385,10.1111/j.1744-7429.2007.00345.x,Habitat Structure Affects Reproductive Success of the Rare Endemic Tree Syzygium mamillatum (Myrtaceae) in Restored and Unrestored Sites in Mauritius,2007,https://openalex.org/W2027931705,Q08;Q09,article,NO,NO,,NO,NO,NO,YES,YES,YES,,,,flower;flowers,pollination,herbivore;herbivory,ABSTRACT_ONLY,All registered concepts are recovered only after abstract information is considered.,,
SCHPRISMA-000386,10.26786/1920-7603(2022)685,"Hawaiian Endemic Honeycreepers (Drepanidinae) are Nectar Robbers of the Invasive Banana Poka (Passiflora tarminiana, Passifloraceae)",2022,https://openalex.org/W4224267961,Q13,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,nectar robbers,floral;flowers,pollinated;pollination,nectar robbed,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000387,10.1371/journal.pone.0166646,Herbivore-Induced DNA Demethylation Changes Floral Signalling and Attractiveness to Pollinators in Brassica rapa,2016,https://openalex.org/W2552723700,Q01;Q05;Q08;Q09;Q10;Q11,article,NO,NO,,YES,YES,YES,YES,YES,YES,floral,pollinators,herbivore,floral;flower;flowers,pollinator,herbivore;herbivory,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000388,10.3389/fpls.2021.727957,Herbivore-Mediated Selection on Floral Display Covaries Nonlinearly With Plant-Antagonistic Interaction Intensity Among Primrose Populations,2021,https://openalex.org/W3212090771,Q01;Q08;Q09;Q10;Q11,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,antagonistic;herbivore,floral;flowers,pollinated,antagonistic;herbivore;herbivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000389,,HERBIVORE RESISTANCE AND POLLINATION: IMPLICATIONS FOR POLLINATION AND NECTAR ROBBING IN A DISTYLOUS PLANT',2006,https://openalex.org/W2398098277,Q13,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollination,herbivore;nectar robbing,floral;flower;flowers,floral visitors;pollination;pollinators,herbivore;herbivores;herbivory;nectar robber,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000390,10.1890/09-1373.1,"Herbivores affect natural selection for floral‐sex ratio in a field population of horsenettle, Solanum carolinense",2010,https://openalex.org/W2104312221,Q12,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,herbivores,floral;flower;flowers,pollination,herbivores;herbivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000391,10.1111/jeb.13392,Herbivores and plant defences affect selection on plant reproductive traits more strongly than pollinators,2018,https://openalex.org/W2896598112,Q09,article,NO,NO,,NO,YES,YES,YES,YES,YES,,pollinators,herbivores,flower,pollination;pollinator;pollinators,antagonistic;herbivore;herbivores;herbivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000392,10.1111/nph.12783,Herbivory and floral signaling: phenotypic plasticity and tradeoffs between reproduction and indirect defense,2014,https://openalex.org/W2155332905,Q05;Q06,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,herbivory,floral;flower;flowers,pollinator;pollinators,herbivore;herbivores;herbivory;parasitoid;parasitoids,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000393,10.1002/evl3.200,Herbivory and pollination impact on the evolution of herbivore-induced plasticity in defense and floral traits,2020,https://openalex.org/W3094747287,Q05;Q08;Q10;Q11,article,NO,NO,,YES,YES,YES,YES,YES,YES,floral,pollination,herbivore;herbivory,floral,pollination;pollinators,herbivore;herbivores;herbivory,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000394,10.1007/s10886-020-01213-2,Herbivory and Time Since Flowering Shape Floral Rewards and Pollinator-Pathogen Interactions,2020,https://openalex.org/W3081944486,Q05;Q08;Q10;Q11;Q12,article,NO,NO,,YES,YES,YES,NO,NO,NO,floral,pollinator,herbivory,,,,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000395,10.1371/journal.pone.0031971,Herbivory by a Phloem-Feeding Insect Inhibits Floral Volatile Production,2012,https://openalex.org/W2067846072,Q01;Q05,article,NO,NO,,YES,NO,YES,YES,YES,YES,floral,,herbivory,floral;flower,pollinators,herbivore;herbivores;herbivory,HIGH_TITLE_PAIR,Two registered concepts occur in the title; inspect abstract/context.,,
SCHPRISMA-000396,10.1101/2021.04.19.440496,Herbivory enhances leaky sex expression in the dioecious herb Mercurialis annua,2021,https://openalex.org/W3154685877,Q01;Q06;Q08;Q10,preprint,NO,NO,,NO,NO,YES,YES,YES,YES,,,herbivory,flowers,pollinated;pollinators,antagonists;herbivores;herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000397,10.1007/s10886-015-0597-3,Herbivory Increases Fruit Set in Silene latifolia: A Consequence of Induced Pollinator-Attracting Floral Volatiles?,2015,https://openalex.org/W611936191,Q05,article,NO,NO,,YES,YES,YES,NO,NO,NO,floral,pollinator,herbivory,,,,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000398,10.1007/s10682-016-9875-y,Herbivory-induced changes in the olfactory and visual display of flowers and extrafloral nectaries affect pollinator behavior,2016,https://openalex.org/W2554372037,Q01;Q08;Q10;Q11,article,NO,NO,,YES,YES,YES,YES,YES,YES,flowers,pollinator,herbivory,floral;flowers,pollinated;pollinator;pollinators,herbivory,HIGH_TITLE_TRIPLE,All three registered concepts occur in the title.,,
SCHPRISMA-000399,10.1890/11-1691.1,Herbivory reduces plant interactions with above‐ and belowground antagonists and mutualists,2012,https://openalex.org/W2053309077,Q01;Q05;Q08;Q09;Q10,article,NO,NO,,NO,NO,YES,YES,YES,YES,,,antagonists;herbivory,flowers,pollination;pollinator;pollinators,antagonists;herbivore;herbivores;herbivory,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
SCHPRISMA-000400,10.1111/nph.13652,Heritability of floral volatiles and pleiotropic responses to artificial selection in Brassica rapa,2015,https://openalex.org/W2151088951,Q01;Q05;Q06;Q09;Q10;Q11,article,NO,NO,,YES,NO,NO,YES,YES,YES,floral,,,floral,pollinator,herbivore,MEDIUM_TITLE_ONE,One registered concept occurs in the title; other concepts are abstract-supported.,,
