source_file,record_id,study_id,independence_cluster,doi,year,plant_taxon,evidence_tier,trait_A_class,trait_D_class,partner_role,route,outcome_construct,study_design,source_effect_metric,effect_value,standard_error,n_total,n_treatment,n_control,effect_orientation,dose_value,dose_unit,dose_naturalness,reward_context,consumer_taxon,consumer_specialization,alternative_resource_context,pollinator_service_context,antagonist_pressure_context,is_direct_AxD,is_same_system_multi_route,is_primary_effect,source_verification_state,source_basis,source_locator,coder_id,coding_date,notes
LEDGER_BATCH_5_V1.csv,MP036,Barlow_et_al_2017_Aconitum,Barlow_et_al_2017_Aconitum,10.1016/j.cub.2017.07.012,2017,Aconitum lycoctonum,2,,nectar_alkaloid_chemical_defence,pollinator,D_to_pollination,relative_pollinator_visitation,field_observational_paired_raceme_panel,fisher_z_of_log_scale_correlation,-0.794306,0.301511,14,,,higher_alkaloid__lower_B_hortorum_visitation,,ppm,natural_field_variation,,Bombus hortorum,specialist_long_tongued_pollinator,,,,false,true,false,public_raw_reconstruction_source_model_subset_unresolved,primary Current Biology article plus article-declared Figshare DOI 10.6084/m9.figshare.5165350,bee visits nec alks sheet; all finite positive A. lycoctonum pairs,assistant_source_audit,2026-08-11,"Deposited all-complete-pair log-log regression gives r=-0.660842, slope=-0.652010±0.213763, n=14. Direction agrees with source; exact fitted statistic differs from parsed accepted-manuscript regression and no post-hoc subset is selected. Hold as sensitivity until source/subset reconciliation."
LEDGER_BATCH_5_V1.csv,MP037,Barlow_et_al_2017_Aconitum,Barlow_et_al_2017_Aconitum,10.1016/j.cub.2017.07.012,2017,Aconitum lycoctonum,2,,nectar_alkaloid_chemical_defence,floral_antagonist,D_to_antagonism,nectar_consumption,laboratory_single_worker_gustatory_bioassay,mean_volume_consumed,3.022222,1.277905,9,,,20ppm_alkaloid_cell__89.3_percent_lower_mean_consumption_than_sucrose_mean,20,ppm,experimental_threshold_checkpoint,100mM_sucrose_test_context,Bombus terrestris,nectar_robber,,,,false,true,true,public_raw_dose_cell_reconstruction,primary Current Biology article plus article-declared Figshare DOI 10.6084/m9.figshare.5165350,Figure S2 A. lycoctonum 20ppm cell; sucrose reference mean 28.276 uL n=10,assistant_source_audit,2026-08-11,"Primary threshold-pattern cell, not an independent standardized effect because round-level shared-control linkage is not present. At 20 ppm mean volume is 3.022 uL versus sucrose-cell mean 28.276 uL, a descriptive 89.3% reduction. Higher doses are dependent cells from the same study."
LEDGER_BATCH_5_V1.csv,MP038,Barlow_et_al_2017_Aconitum,Barlow_et_al_2017_Aconitum,10.1016/j.cub.2017.07.012,2017,Aconitum napellus,2,,nectar_alkaloid_chemical_defence,floral_antagonist,D_to_antagonism,nectar_consumption,laboratory_single_worker_gustatory_bioassay,mean_volume_consumed,3.620000,0.877419,10,,,20ppm_alkaloid_cell__87.4_percent_lower_mean_consumption_than_sucrose_mean,20,ppm,experimental_threshold_checkpoint,100mM_sucrose_test_context,Bombus terrestris,nectar_robber,,,,false,true,false,public_raw_dose_cell_reconstruction,primary Current Biology article plus article-declared Figshare DOI 10.6084/m9.figshare.5165350,Figure S2 A. napellus 20ppm cell; sucrose reference mean 28.722 uL n=10,assistant_source_audit,2026-08-11,Dependent second-species confirmation within the same Barlow study cluster. Not counted as an independent study or separate meta-analytic replication.
EXPANSION_LEDGER_BATCH_1_V1.csv,MPX001,Sun_Huang_2015_Pedicularis_rex,Sun_Huang_2015_Pedicularis_rex,10.1093/aobpla/plv019,2015,Pedicularis rex,2,,water_filled_cupulate_bract_physical_barrier,pollinator,D_to_pollination,legitimate_pollinator_visit_rate,field_water_barrier_removal_manipulation,reported_GLM_treatment_beta,0.012,0.224,,,,water_filled_bract__no_detected_change_in_pollinator_visitation,,,natural_rainwater_barrier,,Bombus spp.,legitimate_pollinators,,,,false,true,true,primary_fulltext_verified,primary_open_article,Table 1; treatment chi-square=0.003 P=0.958; year x treatment P=0.823,assistant_source_audit,2026-08-12,"Direct manipulation of a flower-associated antagonist-reducing barrier. This is a guarded state, not evidence that iota is universally zero."
EXPANSION_LEDGER_BATCH_1_V1.csv,MPX002,Sun_Huang_2015_Pedicularis_rex,Sun_Huang_2015_Pedicularis_rex,10.1093/aobpla/plv019,2015,Pedicularis rex,2,,water_filled_cupulate_bract_physical_barrier,floral_antagonist,D_to_antagonism,nectar_robber_visit_rate,field_water_barrier_removal_manipulation,reported_GLM_treatment_beta,-0.014,0.225,,,,water_filled_bract__no_detected_change_in_nectar_robber_visitation,,,natural_rainwater_barrier,,Bombus friseanus and other robbing bumblebees,nectar_robbers,,,,false,true,false,primary_fulltext_verified,primary_open_article,Table 1; treatment chi-square=0.004 P=0.951; robbers pierce above water barrier,assistant_source_audit,2026-08-12,Same D axis does not block the nectar-robber attack mode. Retained as consumer/attack-mode context rather than averaged with seed predation.
EXPANSION_LEDGER_BATCH_1_V1.csv,MPX003,Sun_Huang_2015_Pedicularis_rex,Sun_Huang_2015_Pedicularis_rex,10.1093/aobpla/plv019,2015,Pedicularis rex,2,,water_filled_cupulate_bract_physical_barrier,floral_antagonist,D_to_antagonism,seed_predation,field_water_barrier_removal_manipulation,reported_GLM_treatment_beta,-0.072,0.007,,,,intact_water_filled_bract__lower_seed_predation_than_drained_bract,,,natural_rainwater_barrier,,pre_dispersal_seed_herbivores,seed_predators,,,,false,true,true,primary_fulltext_verified,primary_open_article,Table 2; treatment chi-square=92.808 P<0.0001; site x treatment P<0.0001; significant in five of six populations,assistant_source_audit,2026-08-12,Coefficient sign is retained exactly as source-reported; biological orientation comes from the experiment/text because treatment coding is not redefined. Strong consumer-identity/attack-mode switch within one D axis.
EXPANSION_LEDGER_BATCH_1_V1.csv,MPX004,Perez_Barrales_et_al_2013_Dalechampia_scandens,Perez_Barrales_2013_Dalechampia_scandens,10.1111/j.1600-0706.2013.20780.x,2013,Dalechampia scandens,2,showy_involucral_bract_area,,pollinator,A_to_pollination,bee_visitation_and_pollen_receipt,field_natural_variation_multivariate_fitness_analysis,source_reported_scale_translations,,,,,,larger_bracts__higher_bee_visitation_and_pollen_receipt,1,SD,natural_trait_variation,resin_reward,resin_collecting_bees,specialist_or_functionally_linked_pollinators,,,,false,true,true,primary_article_verified,primary_article,Results: +1 SD bract area raises patch visitation 83.1% to 94.4%; within-patch visitation +7.6 percentage points; pollen load +49.9%,assistant_source_audit,2026-08-12,Visual/display A axis. Source-reported scale translations are retained rather than converted into a synthetic effect metric.
EXPANSION_LEDGER_BATCH_1_V1.csv,MPX005,Perez_Barrales_et_al_2013_Dalechampia_scandens,Perez_Barrales_2013_Dalechampia_scandens,10.1111/j.1600-0706.2013.20780.x,2013,Dalechampia scandens,2,showy_involucral_bract_area,,floral_antagonist,A_to_antagonism,seed_predation,field_natural_variation_multivariate_fitness_analysis,source_reported_scale_translations,,,,,,larger_bracts__higher_seed_predation,1,SD,natural_trait_variation,anticipated_seed_resource,curculionid_seed_weevils,seed_predators,,,,false,true,true,primary_article_verified,primary_article,Results: +1 SD bract area raises predicted seed predation from about 0.2% to 2.5%; seed-predator selection on bract size opposes pollinator-mediated selection,assistant_source_audit,2026-08-12,Independent visual-signal replication of shared mutualist/antagonist tracking. No separate defence D is inferred.
EXPANSION_LEDGER_BATCH_1_V1.csv,MPX006,McCall_et_al_2013_Raphanus_sativus,McCall_2013_Raphanus_sativus,10.1007/s00442-012-2480-z,2013,Raphanus sativus,1,petal_color_white_vs_pink,,floral_antagonist,A_to_antagonism,florivory_damage_and_preference,field_recurrence_plus_choice_and_short_term_no_choice_assays,source_directional_summary,,,,,,white_flowers__greater_florivory_and_preference_than_pink,,,natural_color_polymorphism,,generalist_and_brassicaceae_specialist_florivores,mixed_generalist_and_specialist,,,,false,false,true,primary_abstract_and_repository_record_verified,primary_abstract_plus_institutional_repository,8 populations over 4 years; white flowers had significantly greater floral damage; both generalists and specialists preferred white petals; generalist performance also higher on white,assistant_source_audit,2026-08-12,Visual A-to-antagonism replication. Earlier pollinator-color studies justify color as an attraction axis but are not treated as same-unit evidence.
EXPANSION_LEDGER_BATCH_1_V1.csv,MPX007,Chauta_et_al_2022_Bejaria_resinosa,Chauta_2022_Bejaria_resinosa,10.1038/s41598-022-23261-2,2022,Bejaria resinosa,2,,petal_sepal_stickiness,floral_antagonist,D_to_antagonism,florivore_damage,field_stickiness_removal_experiment,source_proportion_and_test_summary,,,,,,sticky_control__lower_florivory_than_MeOH_washed,,,direct_stickiness_removal,,dominant_field_florivores,primarily_tortricid_florivores,,,,false,false,true,primary_fulltext_verified,primary_open_article,"Sticky controls: no observed herbivore damage; MeOH-washed flowers: 21% attacked on average; washed inflorescences had 32.5% lower fruit set, chi-square=4.877 P=0.027",assistant_source_audit,2026-08-12,"Flower-restricted D with direct manipulation. Fruit-set response is downstream consequence, not W_AD."
EXPANSION_LEDGER_BATCH_1_V1.csv,MPX008,Chauta_et_al_2022_Bejaria_resinosa,Chauta_2022_Bejaria_resinosa,10.1038/s41598-022-23261-2,2022,Bejaria resinosa,2,,petal_sepal_stickiness,floral_antagonist,D_to_antagonism,natural_florivore_damage,three_population_field_survey,source_directional_and_interaction_summary,,,,,,sticky_flowers__lower_damage_with_population_dependent_magnitude,,,natural_stickiness_polymorphism,,field_florivore_community,mixed,,,,false,false,false,primary_fulltext_verified,primary_open_article,Non-sticky flowers had more bud/flower damage; stickiness x population interaction for bud florivory P=0.046; 50 CH + 38 TV + 38 CA plants surveyed,assistant_source_audit,2026-08-12,Retains population dependence of D efficacy rather than averaging three populations into a pseudo-replicated route count.
EXPANSION_LEDGER_BATCH_2_V1.csv,MPX009,Stephenson_1982_Catalpa_speciosa,Stephenson_1982_Catalpa_speciosa,10.1007/BF00987883,1982,Catalpa speciosa,2,,floral_nectar_iridoid_glycosides,floral_antagonist,D_to_antagonism,nectar_thief_palability_and_consumption,nectar_sucrose_iridoid_choice_bioassays,source_reported_group_means_and_tests,,,,,,iridoid_containing_rewards__lower_thief_consumption_and_behavioral_impairment,0.8,percent_combined_catalpol_catalposide,experimental_matched_reward,matched_sucrose_concentration,ants; Poanes hobomok,potential_nectar_thieves,,,,false,true,true,primary_article_table_verified,primary_abstract_plus_author_uploaded_article,Table 2 ants: sucrose 118±73 s vs sucrose+iridoids 33±49 s P<0.001; Table 3 skipper: sucrose 9.5±6.3 µl vs iridoids 3.7±3.2 µl P<0.001,assistant_source_audit,2026-08-12,Floral nectar chemical defence directly deters potential nectar thieves. Group means are not converted into a synthetic effect size because consumer assays differ.
EXPANSION_LEDGER_BATCH_2_V1.csv,MPX010,Stephenson_1982_Catalpa_speciosa,Stephenson_1982_Catalpa_speciosa,10.1007/BF00987883,1982,Catalpa speciosa,2,,floral_nectar_iridoid_glycosides,pollinator,D_to_pollination,legitimate_pollinator_reward_consumption,artificial_flower_board_three_reward_assay,source_reported_group_means_and_Kruskal_Wallis,,,,,,iridoid_containing_reward__no_detected_reduction_in_legitimate_pollinator_consumption,0.8,percent_combined_catalpol_catalposide,experimental_matched_reward,matched_sucrose_concentration,Bombus bimaculatus; B. fervidus; B. impatiens; B. vagans; Xylocopa sp.,legitimate_daytime_pollinators,,,,false,true,true,primary_article_table_verified,primary_abstract_plus_author_uploaded_article,Table 4: nectar 19.3±2.4 µl n=50 wells; sucrose 19.7±1.4 n=54; sucrose+iridoids 19.5±1.4 n=20; H=0.43 df=2 P>0.20,assistant_source_audit,2026-08-12,Guarded chemical-defence state: strong thief deterrence without detected reduction in tested legitimate-pollinator reward consumption. This does not imply iota=0 generally.
EXPANSION_LEDGER_BATCH_3_V1.csv,MPX011,McCarren_et_al_2021_Erica,McCarren_2021_Erica,10.1007/s10265-021-01299-z,2021,Erica spp.,1,,corolla_surface_stickiness,floral_antagonist,D_to_antagonism,nectar_robbing_flower_damage,within_species_experimental_added_stickiness_plus_comparative_species_survey,source_directional_summary,,,,,,experimentally_sticky_flowers__lower_nectar_robbing_damage,,,experimental_added_stickiness,,nectar_robbers,mixed,,,,false,false,true,primary_abstract_verified,primary_pubmed_abstract,Experimental within-species comparison reports reduced robbing with added stickiness; comparative co-occurring species show the same direction; genus-wide associations retained as context only,assistant_source_audit,2026-08-12,One study cluster despite multiple Erica species. Pollination-syndrome correlations are not treated as D-to-pollination effects.
EXPANSION_LEDGER_BATCH_3_V1.csv,MPX012,Takeda_et_al_2021_slippery_perianths,Takeda_2021_slippery_perianths,10.1093/aob/mcaa168,2021,Codonopsis lanceolata,2,,epicuticular_wax_slippery_perianth,floral_antagonist,D_to_antagonism,ant_entry_to_flowers,field_non_slippery_bridge_experiment,source_proportion_and_Wald_test_summary,,,83,43,40,slippery_control__lower_ant_entry_than_bridged_flowers,,,natural_wax_surface_bypassed_by_bridge,,nectar_thieving_ants,ants,,,,false,false,true,primary_fulltext_verified,primary_open_article,Control flowers ever receiving ants ~10%; bridged flowers ~28%; GLMM Wald P<0.001,assistant_source_audit,2026-08-12,Physical surface D blocks ant access. Separate ant-introduction experiment shows downstream pollinator handling cost but is not relabelled D-to-pollination.
EXPANSION_LEDGER_BATCH_3_V1.csv,MPX013,Takeda_et_al_2021_slippery_perianths,Takeda_2021_slippery_perianths,10.1093/aob/mcaa168,2021,Fritillaria koidzumiana,2,,epicuticular_wax_slippery_perianth,floral_antagonist,D_to_antagonism,ant_entry_to_flowers,field_non_slippery_bridge_experiment,source_proportion_and_Wald_test_summary,,,80,40,40,slippery_control__lower_ant_entry_than_bridged_flowers,,,natural_wax_surface_bypassed_by_bridge,,nectar_thieving_ants,ants,,,,false,false,false,primary_fulltext_verified,primary_open_article,Control flowers ever receiving ants ~5.1%; bridged flowers ~45%; GLM Wald P<<0.001,assistant_source_audit,2026-08-12,Second species in same publication/independence cluster. It strengthens within-study generality but does not increment independent cluster N separately.
EXPANSION_LEDGER_BATCH_4_V1.csv,MPX014,Tagawa_2018_Menyanthes_trifoliata,Tagawa_2018_Menyanthes_trifoliata,10.1016/j.aspen.2018.09.006,2018,Menyanthes trifoliata,1,,dense_petal_hairs,floral_antagonist,D_to_antagonism,nectar_thief_floral_tube_entry,hair_trimming_behavioral_experiment,source_directional_summary,,,,,,intact_petal_hairs__lower_ant_entry_success_and_longer_entry_time,,,direct_petal_hair_trimming,,Lasius japonicus,nectar_thieving_ants,,,,false,false,true,primary_abstract_and_author_copy_verified,publisher_abstract_plus_author_posted_article,Petal-hair trimming significantly increased ant floral-tube entry success; successful ants took about twice as long to enter intact-hair floral tubes,assistant_source_audit,2026-08-12,Clean flower-specific physical D. No D-to-pollination effect is inferred because legitimate pollinators were not experimentally compared.
EXPANSION_LEDGER_BATCH_5_V1.csv,MPX015,Wu_Gao_2024_Thunia_alba,Wu_Gao_2024_Thunia_alba,10.1093/jpe/rtad036,2024,Thunia alba,2,,large_spur_enclosing_floral_bract,floral_antagonist,D_to_antagonism,nectar_robbing_behavior_and_robbed_flower_fraction,field_bract_removal_experiment,source_visit_counts_and_proportion_tests,,,,,,intact_bracts__lower_nectar_robbing_than_removed_bracts,,,,,Bombus breviceps,pollinator_and_opportunistic_nectar_robber,,,,false,true,true,primary_fulltext_verified,primary_open_article,"Visitor behavior: intact 16 normal/3 robbery visits; removed 5 normal/21 robbery, chi-square=18.62 P<0.0001. Robbed flowers: 15.43%±3.13 vs 90.25%±1.88, P<0.0001.",assistant_source_audit,2026-08-12,Direct bract manipulation routes the only pollinator away from nectar robbery. No attraction A is inferred because hourly visit frequency was unchanged.
EXPANSION_LEDGER_BATCH_5_V1.csv,MPX016,Wu_Gao_2024_Thunia_alba,Wu_Gao_2024_Thunia_alba,10.1093/jpe/rtad036,2024,Thunia alba,2,,large_spur_enclosing_floral_bract,pollinator,D_to_pollination,legitimate_pollination_mode_pollinia_removal_deposition_and_fruit_set,field_bract_removal_experiment,source_proportion_and_test_summary,,,,,,intact_bracts__more_legitimate_pollination_and_reproductive_success_without_higher_visit_frequency,,,,,Bombus breviceps,sole_effective_pollinator_and_opportunistic_robber,,,,false,true,true,primary_fulltext_verified,primary_open_article,Hourly visits 2.48±0.31 intact vs 2.39±0.25 removed P=0.83; pollinia removal 56.50% vs 15.47% P<0.001; deposition 30.79% vs 9.73% P<0.001; fruit set 28.71% vs 8.18% P<0.001.,assistant_source_audit,2026-08-12,"D changes pollinator functional mode rather than arrival frequency. Reproductive differences are downstream outcomes, not W_AD."
EXPANSION_LEDGER_BATCH_5_V1.csv,MPX017,Carlson_Harms_2007_Chrysothemis,Carlson_Harms_2007_Chrysothemis,10.1098/rsbl.2007.0095,2007,Chrysothemis friedrichsthaliana,2,,liquid_filled_water_calyx,floral_antagonist,D_to_antagonism,microlepidopteran_oviposition_and_bud_sterilization,field_calyx_drain_and_refill_experiment,reported_odds_ratio,2.18,,242,,,water_filled_calyx__lower_larval_infestation_than_drained_calyx,,,,,Alucitidae microlepidopteran,pre_anthesis_floral_herbivore,,,,false,false,true,primary_fulltext_verified,primary_open_article,"Draining more than doubled odds of larval infestation/sterility: F1,241=6.87 P=0.009, OR=2.18, 95% CI 1.21–3.92; abstract reports liquid barrier roughly halved egg deposition and herbivory.",assistant_source_audit,2026-08-12,Independent liquid floral barrier origin; no D-to-pollination effect inferred.
EXPANSION_LEDGER_BATCH_6_V1.csv,MPX018,Page_et_al_2014_Silene_signals,Page_2014_Silene_signals,10.1371/journal.pone.0098755,2014,Silene latifolia_x_S_dioica_F2,2,flower_color_and_floral_scent,,floral_antagonist,A_to_antagonism,Hadena_bicruris_primary_seed_predation_host_choice,field_transplanted_recombinant_F2_joint_logistic_model,source_multivariate_directional_summary,,,91,,,pinker_color_and_alpha_pinene__lower_predation__benzyl_acetate_and_6_methyl_5_hepten_2_one__higher_predation,,,recombinant_flower_signal_variation,,Hadena bicruris,seed_eating_pollinator_nursery_moth,,,,false,false,true,primary_fulltext_verified,primary_open_article,"F2 logistic model separates color and scent predictors of primary seed predation; pinker S. dioica-like color and alpha-pinene negative, benzyl acetate and 6-methyl-5-hepten-2-one positive",assistant_source_audit,2026-08-12,Floral-signal A-to-antagonism route only. Adult pollination natural history is not counted as same-study A-to-pollination evidence. Individual sensory axes are not pooled into one effect size.
